,t1,t1ce,t2,flair
0,27.385677600003035,30.486270008222625,27.809055317260643,31.71320341754672
1,26.657552938109582,30.621493145865685,27.145817673591402,32.196780097615246
2,30.71193643516761,30.802316715554095,29.157151812483665,28.492776296183496
3,32.5001959571802,32.62708861469442,27.53301187862005,32.05878343167553
4,32.22219990229573,31.847138611476893,29.70366411761342,28.494534755216378
5,27.004840341346764,31.0435336107416,26.235494490265875,30.85077907819047
6,25.067676663651124,29.39469582202126,27.02123504287581,31.20028765082628
7,25.263118095542655,29.838552754013264,27.390959884192295,29.796324906686166
8,26.10437794648618,31.59227021154944,26.729814826367353,33.24082155682739
9,24.964812574982233,29.412239130931322,25.719676272793436,29.429944546533008
10,25.821939729549925,31.485967895096593,28.63785773444291,31.092452844837602
11,30.03066020076129,29.198259183452745,27.471924933764008,31.58891647445998
12,30.41241948292296,29.65361311425955,26.88537227165802,27.152832510608462
13,27.031843713092986,31.621110146486604,28.21507748508454,27.147246608895436
14,24.81516955060268,28.568312306899955,26.669452548802806,31.738881587502323
15,31.84630151883311,30.616060741911575,27.056030794316644,31.367764492679903
16,24.801718241122007,29.755311451738407,29.491621210817534,31.274809246793595
17,29.789652731005226,30.737460772344374,27.21579985207876,27.500095636176663
18,28.058285822807967,29.173137435945794,29.317260657873337,32.197394845871464
19,26.38103498537008,27.78567195351872,32.433702668179045,29.142114228759787
20,25.90593149661407,30.40039737918322,27.802976422585,30.63860164610453
21,32.44428360055235,29.056073503603734,29.263844600466037,28.2184463645426
22,31.486893654722785,32.117942326165206,28.33571513387438,31.38196335281568
23,29.601941543473217,28.511240350848503,28.28594983025001,25.845789566985825
24,24.695727438875647,28.81637533770437,25.971181078143516,30.765271903309475
25,25.210344680576448,29.91161376693464,27.915217433296547,33.30522782723074
26,26.671089982777538,28.678207806574957,29.058338206500444,30.242895938589168
27,28.6667151404226,30.70341623031192,26.117394271624338,30.830296606470927
28,25.336733951376846,32.062619304174675,26.76064687799757,32.959947448018255
29,25.14907833504087,28.437173393202432,27.540863830993203,30.525057533208496
30,30.415949459187654,30.755488707043295,27.819757577723607,31.377293925584326
31,27.797781946019523,29.789340092008395,27.38455552772047,30.17219636669204
32,26.19245745970213,29.872323696644166,25.287624744044788,29.87026713815333
33,30.735520241832837,30.904281014993394,27.961013236488583,30.58872911477353
34,27.322462052717725,29.4714794589672,24.97157986185107,28.480605007429183
35,27.233445747238143,28.544206947028833,26.65100316345133,31.739441902811997
36,24.93251829742561,29.423278544620924,26.546961219035875,30.80324387599432
37,31.585712026465803,29.665447704493463,28.72438404286021,28.0321370753422
38,26.006360982747747,30.92808671688607,29.50262606011136,34.12880212212687
39,30.05880575219223,31.29008288020721,28.998331668327104,29.924928214119642
40,29.15879624611026,30.13780507397701,27.967920152300888,32.834226944285675
41,31.947935586610903,29.416235491253097,25.94391616397614,32.68675549878579
42,27.84965510785712,29.796662116669197,28.50506134698358,26.332455911456584
43,29.683653450778635,29.11443687925844,27.68375152880157,28.533057786644413
44,28.099285623071346,30.742802405601214,26.15592749858684,29.03168868692851
45,30.252593474758925,29.92378193231228,26.37973730468488,29.893301875493286
46,27.19355379978445,29.38069449967685,28.80544935099752,29.792892526724014
47,30.893163133503077,29.86976898467748,26.632189523816283,30.970386231628908
48,32.19295231526157,31.501756312466327,27.01622574529289,29.71848319109869
49,27.121047662052913,29.893522223837937,27.711994362883168,28.873358308681514
50,33.43470395102338,32.288442677149646,29.30198291875751,29.088392231259053
51,30.35135082948417,31.789535932105935,28.642138097621878,29.73655394652116
52,29.839142401848076,29.893117817077744,27.14324501734414,29.971557356782803
53,30.21648542382116,28.41422573434511,28.324447527226134,28.56290438793649
54,26.723625486098427,30.882859930897688,27.487459123490847,28.67731274421697
55,30.691643304201634,30.558896645534258,28.66052869348064,28.570139323477246
56,29.410938339830146,28.354956549423914,26.01687771969216,29.071006558714465
57,27.97090787603869,34.789603951994806,29.072186367981327,28.400312730748595
