,t1,t1ce,t2,flair
0,0.9990318135038593,0.9986040371149429,0.9991174851073794,0.999080725050506
1,0.998967063928455,0.998307690670997,0.9977998507839584,0.9991640591109294
2,0.9991736342902333,0.9992786848982537,0.9986962453471572,0.9991915683382143
3,0.9991027686098366,0.9992774937001312,0.9981316165966415,0.9991375603713956
4,0.9980474843089789,0.9970830758037834,0.9973974273257906,0.9988136411778388
5,0.9991659793161056,0.9990483576200307,0.9988699563963682,0.9992401995125453
6,0.9990260827522663,0.9987578658702267,0.998028115403833,0.9991965089925864
7,0.9989494766584277,0.99871822412683,0.9991999704285148,0.9991725929947223
8,0.9989873007997163,0.9985917885650355,0.9990610529811678,0.9991609918346952
9,0.9989457754073924,0.9986139112144965,0.9990238579305571,0.9991597562589689
10,0.9990006108700358,0.998710889384019,0.9992228897910265,0.9992002199690044
11,0.999156459078213,0.9990383293837043,0.9988960184435675,0.9992404903368703
12,0.9991441301042007,0.9992677067406601,0.9984862355620521,0.999173060843521
13,0.9984226945667278,0.9973998434138953,0.9974563020259734,0.9989649216697066
14,0.9988973305225333,0.9985600677337648,0.9991105777094,0.9991452522931189
15,0.9989966275204692,0.9983406976008176,0.9966657309242464,0.9988766936280796
16,0.9986935727204801,0.997372392099025,0.9966320881531291,0.9989535931990228
17,0.9991559935276124,0.9990507603838296,0.9987511665601999,0.9991336149500382
18,0.9990783662011092,0.9989912358216191,0.9988281673731151,0.9991570761483128
19,0.9980694163715894,0.9976694395540496,0.9981377455068695,0.9988227533633521
20,0.9979121912679102,0.9992186710548159,0.9967031518529196,0.9990486914648449
21,0.999127309330942,0.9988482141835862,0.9990456738572859,0.9991226054829397
22,0.999102220338233,0.9992675054422994,0.9989250625326958,0.99923471453237
23,0.9991141907594139,0.9990836119018163,0.9987868191516557,0.9991969963537491
24,0.9986471106440421,0.9971694509856076,0.995851143152102,0.9989610754283974
25,0.9990002313349834,0.9987467049625574,0.9991168093068169,0.9991268285045852
26,0.9990295110857084,0.9989247694655736,0.9987554359036724,0.9990394267315535
27,0.9989685042515574,0.9980964922207373,0.9952149826784722,0.9989237600117429
28,0.9990889543459737,0.9989554549875908,0.9972863383255564,0.9989754178804102
29,0.9988166228058604,0.9982918352412393,0.9990104084801592,0.9989904198228964
30,0.9990987721104011,0.9989713552579034,0.9974803028512564,0.9989516900774577
31,0.9988802720244004,0.9978438454209486,0.9982038871597474,0.9983394624043005
32,0.998956386195935,0.9987633464177086,0.9991311396608787,0.9991631321674551
33,0.9989452258130842,0.9987324010719899,0.9986513888507055,0.9991614552165277
34,0.9991588327766298,0.999046162867155,0.9989204374552985,0.9992275613220627
35,0.9989204887088935,0.9984876808125998,0.9991077623043632,0.9990648490039944
36,0.9989968092126581,0.9986922522306031,0.999042753709142,0.9990794234939515
37,0.9989524366192312,0.9982078512288696,0.9987009158297672,0.9987186526243721
38,0.9989970579308455,0.9982386497552751,0.9977225182882455,0.9991785665332658
39,0.996627041826983,0.9940884104267497,0.9945134042057903,0.9982010771712395
40,0.9988929538960306,0.9977478072370743,0.9969954474797256,0.9990777876238285
41,0.9990314876698302,0.9992405846134168,0.9986811033889836,0.9992141858800128
42,0.9981761212031148,0.9977590355400177,0.9973852806410504,0.9972488888483825
43,0.9982635866008415,0.9954523637687858,0.9941210617029528,0.9987917654601103
44,0.9949731261586331,0.9916858898611396,0.9949179349936623,0.9985939372094617
45,0.998579513096584,0.9916987502820184,0.9967830277709143,0.9990149948709991
46,0.997972331434781,0.9959771106403016,0.9977824435427944,0.9985212478949975
47,0.999217101915966,0.9991640888113565,0.9991597194183299,0.9992608694665008
48,0.9990284024257581,0.9991277153694552,0.9990382511575802,0.9992226205320895
49,0.9990728383563221,0.9989979640363961,0.9986770108556499,0.9990768487452585
50,0.9987637149036216,0.9988151354197257,0.9986422077165533,0.9986755618371416
51,0.9991744054083656,0.9991203022982414,0.999113867917922,0.9992203549546199
52,0.9990716075839079,0.997239535480254,0.9985579139555203,0.9992141975933176
53,0.9988690439739074,0.9958981763333261,0.9990727174285566,0.9991170646037745
54,0.9991642448404761,0.99912875567358,0.9989003081997164,0.9992295903860182
55,0.9989455481339967,0.9992518369697272,0.9991737004234894,0.99897949632369
56,0.9991288218050478,0.9990795671445902,0.9988492645989115,0.9992292298747977
57,0.9972372380006875,0.9954458412952862,0.9956724820576689,0.9985831867016749
