,t1,t1ce,t2,flair
0,30.0542146107229,32.5061158746559,29.71015007054591,34.43809929413554
1,28.92676377259513,32.13679802662631,29.389594139494033,34.6994630785708
2,34.174441803112785,33.28930147484416,32.31923372710587,31.631595688093505
3,35.22711513248837,34.71551651485229,29.85572988622209,34.60444918145308
4,34.62462705806762,33.75035710578433,32.20290426265335,30.50593053617458
5,30.02775685345991,33.74267928773194,28.525158434278172,34.06160408601518
6,27.502877053309152,31.26887303436957,29.388857683706057,33.66117903651568
7,27.81530304547345,31.846244117919408,29.879503950540418,32.25092466595732
8,28.47574363086978,33.31564657668358,28.242319844254354,35.645033166807295
9,27.3626398007835,31.291984125588854,27.22577872489577,31.701181608352996
10,28.277076508783946,33.4071876327097,30.824690935172327,33.72661331029735
11,32.828675134388156,31.72627453042507,29.84670882830897,34.66709938313553
12,32.90231378739806,31.600345357823304,28.92453255917344,29.481221616075707
13,29.874366633741204,33.898539246545106,30.619043988493853,29.777260912648707
14,27.224708613210282,30.502066840581726,28.445731992879736,34.38030226156724
15,34.534703054373026,32.415878041323325,29.02045600443425,33.536444121374686
16,27.37646240698568,31.491090625963345,31.733561519330284,33.603556973522906
17,32.44397773297618,33.064811582841656,29.58099985278777,30.65617594530368
18,31.017799680116,31.73081986680672,32.62506657887434,35.93497168818417
19,29.3158205177386,30.42250158702151,35.059637255411815,31.811642803050773
20,28.476037467015324,32.545765812754645,29.4445425935004,33.44769370426557
21,36.21092976291634,31.612486647719955,33.359794398504164,31.13036221353252
22,34.11682086192801,34.23151986802334,29.966145752585543,33.95408914308886
23,32.431521806099404,31.1089340843119,31.53188558714096,28.78989674826583
24,27.19812732886225,30.469001443720085,28.554025233252382,33.734339742610764
25,27.68076354640753,31.821111840316835,29.687650343855733,35.58811982360127
26,28.926697779008972,30.486241276379257,31.511893610153813,32.49982581107958
27,31.040542367120068,32.689421625934536,27.758169871851347,33.14895761585144
28,27.864172840988797,34.116368084026746,29.020140969309807,35.68489639712825
29,27.70168472194408,30.262738833362977,29.47221101623397,33.556337241960385
30,33.06087298918414,32.79923349589347,30.380545878683623,33.9803970427071
31,30.644644271713567,32.61272018563801,30.098389132890834,33.35608909078842
32,28.52707410682449,31.864025120849128,27.58123418210374,32.088216031836716
33,32.59398257186308,32.61749642144611,30.33038646422385,32.26899951355387
34,30.23165933419065,31.820106753137082,27.21949881779786,30.600042519133503
35,29.504224247511345,30.189347487187877,28.461329387812107,34.18671909096598
36,27.363054499436817,31.253812626522027,28.30582806355919,33.58374219910352
37,34.34177438584268,31.7911824297746,31.879395874249372,30.201373291971247
38,28.226534472376855,32.44569717150253,31.685007807099264,36.53092345840997
39,32.7008510240928,33.269121107960245,31.311931312699784,32.18715301386747
40,31.621865824743335,31.64705027015454,30.081937413982356,35.261650056784035
41,34.109747969025165,31.088925570864415,27.543605541017673,35.437652245075704
42,30.261881192864138,31.802660563620343,30.81457497252588,28.723827498355305
43,32.87070425182463,31.53581790528332,30.337272451383157,31.808082484796266
44,30.53276738622174,32.81859111863811,28.32751911665458,31.378851013110495
45,32.868836185172164,32.147113148221344,28.256476414489633,32.58421634048082
46,29.63671156557723,31.526733110536295,31.530634300536626,32.43572851657011
47,33.3822014687875,32.05272723985758,28.739878434310043,33.19185724181901
48,34.49961664011764,33.698706620914166,29.622486798183708,31.900924757692486
49,29.8765313495566,32.10013289876999,30.56610123167453,32.18041720964078
50,37.357005237796415,34.47354801637333,32.68344995291268,31.534065456957464
51,32.884678406800376,34.10342829697725,31.593064687731914,32.09213903141031
52,33.19880474045355,32.63077678861314,29.41762544998335,33.43691803807393
53,32.847872413071414,30.69475711678251,31.11111917100443,31.617044316014574
54,29.447504417165142,33.33991775404379,29.7996671675377,31.13835217394091
55,33.51558572375593,32.79230582662626,32.349015212685934,31.711798257750775
56,32.2673640755864,31.0199110535397,28.257930545189588,31.717737606473207
57,30.699194119483636,36.913659840205604,31.42746444133647,30.94519834182809
